animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A629794,NA,cat,orange tabby,white,Neutered,2019-05-12,2019-07-12,normal,stray,field,NA,2019-09-07,"800 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",Long Beach,adoption,pfe/pawshp,33.7766278,-118.1803685,Alive on Intake,FALSE,1,"33.7766278, -118.1803685"
A621580,luna,cat,black,NA,Spayed,2018-09-03,2019-04-17,normal,owner surrender,otc,owner prob,2019-04-19,"800 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7766278,-118.1803685,Alive on Intake,FALSE,1,"33.7766278, -118.1803685"
A592591,NA,cat,black,white,Female,2017-05-28,2017-06-28,under age/weight,stray,otc,NA,2017-06-28,"800 BLK N WASHINGTON PL, LONG BEACH, CA 90813",Long Beach,euthanasia,ill modera,33.7765501,-118.1813143,Alive on Intake,TRUE,0,"33.7765501, -118.1813143"
A627520,socks,cat,gray,white,Female,2011-06-02,2019-06-02,normal,owner surrender,otc,owner prob,2019-06-28,"800 BLK NEWPORT AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7771817,-118.1513264,Alive on Intake,FALSE,1,"33.7771817, -118.1513264"
A550705,mew two,cat,brown  tabby,NA,Spayed,2015-03-02,2021-09-21,normal,stray,otc,NA,2021-10-28,"800 BLK OBISPO AVE, LONG BEACH, CA 90804",Long Beach,adoption,web,33.7773034,-118.1543936,Alive on Intake,FALSE,1,"33.7773034, -118.1543936"
A623090,jo jo,cat,black,white,Neutered,2006-03-13,2019-03-13,normal,owner surrender,field,NA,2019-05-21,"800 BLK PINE AVE, LONG BEACH, CA 90813",Long Beach,adoption,remote evt,33.7767396,-118.1922396,Alive on Intake,FALSE,1,"33.7767396, -118.1922396"
A604040,purrkins,cat,orange,NA,Neutered,2017-02-23,2018-02-23,normal,owner surrender,otc,move,2018-02-25,"800 BLK RAYMOND AVE, LONG BEACH, CA 90804",Long Beach,adoption,spcala,33.7772077,-118.1644071,Alive on Intake,FALSE,1,"33.7772077, -118.1644071"
A604039,kira,cat,tortie,NA,Spayed,2004-02-23,2018-02-23,normal,owner surrender,otc,move,2018-06-01,"800 BLK RAYMOND AVE, LONG BEACH, CA 90804",Long Beach,adoption,pfe/pawshp,33.7772077,-118.1644071,Alive on Intake,FALSE,1,"33.7772077, -118.1644071"
A722765,*purple,cat,orange,NA,Neutered,2022-06-23,2024-09-26,injured  moderate,stray,otc,NA,2024-09-27,800 BLK W 14TH STREET LONG BEACH CA 90813,Long Beach,community cat,friendly,33.7836514,-118.2026324,Alive on Intake,FALSE,1,"33.7836514, -118.2026324"
A630444,NA,cat,white,black,Unknown,2019-07-21,2019-07-22,under age/weight,stray,field,NA,2019-08-04,"800 BLK W 16TH ST, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7865069,-118.2023278,Alive on Intake,TRUE,0,"33.7865069, -118.2023278"
A630445,NA,cat,white,brown,Unknown,2019-07-21,2019-07-22,under age/weight,stray,field,NA,2019-08-03,"800 BLK W 16TH ST, LONG BEACH, CA 90813",Long Beach,died,in kennel,33.7865069,-118.2023278,Alive on Intake,TRUE,0,"33.7865069, -118.2023278"
A687375,*icarus,cat,gray,white,Neutered,2022-06-23,2023-01-18,normal,owner surrender,otc,agg people,2023-01-20,"800 BLK WALNUT AVE, LONG BEACH, CA 90813",Long Beach,adoption,web,33.777304,-118.171754,Alive on Intake,FALSE,1,"33.777304, -118.171754"
A649282,arvie,cat,black,white,Neutered,2019-12-23,2020-09-23,normal,stray,trap,NA,2020-09-27,"800 BLK WEST WILLOW ST, LONG BEACH CA 90806",Long Beach,rescue,lbsnnres,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"33.8041816, -118.2015129"
A562440,jack,cat,black tabby,NA,Neutered,2015-05-25,2017-08-17,normal,stray,field,NA,2017-09-28,"800 CEDAR AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7765582,-118.1950674,Alive on Intake,FALSE,1,"33.7765582, -118.1950674"
A617151,NA,cat,brown  tabby,NA,Female,2015-11-04,2018-11-04,normal,stray,otc,NA,2018-11-08,"800 CHERRY AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7773212,-118.167313,Alive on Intake,FALSE,1,"33.7773212, -118.167313"
A627887,NA,cat,black,white,Female,2019-04-07,2019-06-07,under age/weight,stray,otc,NA,2019-06-07,"800 E 9TH ST, LONG BEACH, CA 90813",Long Beach,rescue,other resc,33.7777849,-118.1824194,Alive on Intake,FALSE,1,"33.7777849, -118.1824194"
A627889,NA,cat,brown  tabby,white,Male,2019-05-07,2019-06-07,under age/weight,stray,otc,NA,2019-06-07,"800 E 9TH ST, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7777849,-118.1824194,Alive on Intake,FALSE,1,"33.7777849, -118.1824194"
A587195,whilye,cat,gray,white,Spayed,2012-03-17,2017-03-17,normal,owner surrender,otc,NA,2017-03-23,"800 E VIA CARMELITOS AVE, LONG BEACH, CA 90805",Long Beach,return to owner,phone,33.8475812,-118.182288,Alive on Intake,FALSE,1,"33.8475812, -118.182288"
A731955,*nya,cat,gray tabby,NA,Spayed,2024-08-01,2024-11-05,ill mild,stray,otc,NA,2024-11-23,800 GAVIOTA AVE LONG BEACH CA 90813,Long Beach,community cat,commcat,33.777164,-118.1709259,Alive on Intake,FALSE,1,"33.777164, -118.1709259"
A729697,*lemonhead,cat,gray tabby,NA,Neutered,NA,2024-10-07,normal,stray,otc,NA,2024-10-07,800 GAVIOTA AVE LONG BEACH CA 90813,Long Beach,community cat,friendly,33.777164,-118.1709259,Alive on Intake,FALSE,1,"33.777164, -118.1709259"
A619954,NA,cat,calico,NA,Female,2018-11-23,2019-01-08,normal,stray,field,NA,2019-01-11,"800 GLADYS AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7773182,-118.1576488,Alive on Intake,FALSE,1,"33.7773182, -118.1576488"
A592448,NA,cat,calico tabby,NA,Female,2017-04-10,2017-06-25,normal,stray,otc,NA,2017-07-03,"800 HAVANA AVE, LONG BEACH, CA 90804",Long Beach,rescue,catpaws,33.77716150000001,-118.1263483,Alive on Intake,FALSE,1,"33.77716150000001, -118.1263483"
A592447,*lovebuggy,cat,calico tabby,white,Spayed,2015-06-25,2017-06-25,normal,stray,otc,NA,2017-07-26,"800 HAVANA AVE, LONG BEACH, CA 90804",Long Beach,"shelter, neuter, return",straycatal,33.77716150000001,-118.1263483,Alive on Intake,FALSE,1,"33.77716150000001, -118.1263483"
A609713,*daddy warbucks,cat,orange tabby,NA,Neutered,2018-05-15,2018-06-15,fractious,stray,field,NA,2018-08-09,"800 VIA CARMELITOS, LONG BEACH, CA 90805",Long Beach,adoption,pfe/pawshp,33.8475812,-118.182288,Alive on Intake,FALSE,1,"33.8475812, -118.182288"
A634803,NA,cat,white,gray,Male,2019-09-10,2019-10-10,under age/weight,stray,field,NA,2019-10-11,"800 W WILLOW ST, LONG BEACH, CA 90806",Long Beach,rescue,littlepaws,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"33.8041816, -118.2015129"
A634804,NA,cat,gray tabby,NA,Female,2019-09-10,2019-10-10,under age/weight,stray,field,NA,2019-10-11,"800 W WILLOW ST, LONG BEACH, CA 90806",Long Beach,rescue,littlepaws,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"33.8041816, -118.2015129"
A721255,*bourbon,cat,black,brown,Male,2024-03-24,2024-05-21,under age/weight,stray,otc,NA,2024-06-11,800 WALNUT AVE LONG BEACH CA 90813,Long Beach,rescue,littlelion,33.777304,-118.171754,Alive on Intake,FALSE,1,"33.777304, -118.171754"
A622695,sasha,cat,white,NA,Spayed,2018-03-03,2019-03-03,normal,stray,trap,NA,2019-05-14,"8000 BLK E TARMA ST, LONG BEACH, CA 90808",Long Beach,adoption,pfe/pawshp,33.8178954,-118.0742464,Alive on Intake,FALSE,1,"33.8178954, -118.0742464"
A690379,NA,cat,brown  tabby,NA,Neutered,2017-12-11,2022-12-11,injured  severe,stray,field,NA,2022-12-13,"8000 BLK E TARMA ST, LONG BEACH, CA 90808",Long Beach,euthanasia,at vet,33.8178954,-118.0742464,Alive on Intake,TRUE,0,"33.8178954, -118.0742464"
A731195,*abby,cat,brown  tabby,white,Spayed,2024-09-24,2024-10-24,under age/weight,stray,otc,NA,2024-12-11,8000 BLK E WARDLOW ROAD LONG BEACH CA 90808,Long Beach,adoption,web,33.8174002,-118.074514,Alive on Intake,FALSE,1,"33.8174002, -118.074514"
A718913,drako,cat,gray,NA,Neutered,2022-04-17,2024-05-11,normal,return,adoption,destruc in,2024-05-17,8000 BLK RAMONA STREET BELLFLOWER CA 90706,Out Of Area,adoption,web,33.8729138,-118.1512938,Alive on Intake,FALSE,1,"33.8729138, -118.1512938"
A722452,*starfruit,cat,gray,white,Neutered,2024-01-08,2024-06-08,ill mild,stray,aban shltr,NA,2024-08-29,"8000 BLOCK AINSWORTH LN, LA PALMA CA",Seaaca,adoption,pfe/pawshp,33.8456285,-118.0541933,Alive on Intake,FALSE,1,"33.8456285, -118.0541933"
A664956,*lacey,cat,white,black,Female,2021-09-06,2021-10-06,injured  mild,stray,otc,NA,2021-10-07,"8100 BLK 13TH ST, WESTMINSTER, CA 92683",Westminster,died,in kennel,33.7556345,-117.9887617,Alive on Intake,TRUE,0,"33.7556345, -117.9887617"
A723803,*stevie,cat,black,NA,Spayed,2024-06-06,2024-07-03,under age/weight,stray,otc,NA,2024-08-23,8100 BLK E WARDLOW ROAD LONG BEACH CA 90808,Long Beach,adoption,web,33.8175651,-118.0718116,Alive on Intake,FALSE,1,"33.8175651, -118.0718116"
A711487,NA,cat,gray tabby,NA,Unknown,2023-10-22,2023-12-06,under age/weight,stray,otc,NA,2023-12-06,"8100 BLOCK E TIMOR ST, LONG BEACH CA",Long Beach,transfer,spcala,33.8190945,-118.0713667,Alive on Intake,FALSE,1,"33.8190945, -118.0713667"
A711489,NA,cat,gray tabby,NA,Unknown,2023-10-22,2023-12-06,under age/weight,stray,otc,NA,2023-12-06,"8100 BLOCK E TIMOR ST, LONG BEACH CA",Long Beach,transfer,spcala,33.8190945,-118.0713667,Alive on Intake,FALSE,1,"33.8190945, -118.0713667"
A616258,NA,cat,tortie,NA,Unknown,2008-10-14,2018-10-14,ill moderatete,stray,field,NA,2018-11-02,"8100 E TOPIA ST, LONG BEACH, CA 90808",Long Beach,euthanasia,ill modera,33.8197872,-118.0710009,Alive on Intake,TRUE,0,"33.8197872, -118.0710009"
A620122,o'malley,cat,gray tabby,black,Spayed,2013-01-12,2020-04-23,normal,owner surrender,otc,bites,2020-08-23,"8200 BLK MARINA PACIFICA DR N, LONG BEACH, CA 90803",Long Beach,adoption,pfe/pawshp,33.7585154,-118.1164324,Alive on Intake,FALSE,1,"33.7585154, -118.1164324"
A678995,celine,cat,black,NA,Spayed,2014-07-06,2022-07-06,ill mild,stray,otc,NA,2022-07-07,"8300 BLK N MARINA PACIFICA DR. LONG BEACH, CA 90803",Long Beach,return to owner,walkin,33.7584435,-118.1163525,Alive on Intake,FALSE,1,"33.7584435, -118.1163525"
A664032,macky,cat,seal point,NA,Neutered,2021-08-18,2021-09-18,under age/weight,stray,otc,NA,2021-09-19,"900 ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,foster to adopt,NA,33.7779945,-118.1790288,Alive on Intake,FALSE,1,"33.7779945, -118.1790288"
A721880,*ron stoppable,cat,black,white,Neutered,2024-04-26,2024-05-30,under age/weight,stray,otc,NA,2024-08-09,900 BLK 10TH STREET LONG BEACH CA 90813,Long Beach,adoption,web,33.778649,-118.18109,Alive on Intake,FALSE,1,"33.778649, -118.18109"
A585664,NA,cat,orange,NA,Male,NA,2017-02-11,injured  severe,stray,field,NA,2017-02-12,"900 BLK ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,inj modera,33.7779945,-118.1790288,Alive on Intake,TRUE,0,"33.7779945, -118.1790288"
A587258,*cherry,cat,orange tabby,NA,Male,2017-01-18,2017-03-18,normal,stray,otc,NA,2017-03-24,"900 BLK CHERRY AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7781824,-118.1674333,Alive on Intake,FALSE,1,"33.7781824, -118.1674333"
A697996,*tipsy,cat,brown  tabby,NA,Spayed,2023-04-25,2023-05-02,under age/weight,stray,field,NA,2023-07-23,"900 BLK CHESTER PL, LONG BEACH CA",Long Beach,adoption,NA,33.7774657,-118.2025378,Alive on Intake,FALSE,1,"33.7774657, -118.2025378"
A612146,NA,cat,brown  tabby,white,Male,2016-08-02,2018-08-02,normal,stray,otc,NA,2018-08-12,"900 BLK CORONADO AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7781427,-118.1533055,Alive on Intake,FALSE,1,"33.7781427, -118.1533055"
A640434,*kahlua,cat,chocolate point,NA,Spayed,2019-02-26,2020-03-14,normal,return,adoption,nofriendly,2020-03-27,"900 BLK CUNNINGHAM DR, WHITTIER, CA 90601",Out Of Area,adoption,pfe/pawshp,34.039973,-118.0071789,Alive on Intake,FALSE,1,"34.039973, -118.0071789"
A643764,*sundae,cat,black,NA,Male,2020-05-05,2020-06-11,under age/weight,stray,field,NA,2020-06-17,"900 BLK DAISY AVE, LONG BEACH, CA 90813",Long Beach,rescue,fndanifoun,33.7788586,-118.1992729,Alive on Intake,FALSE,1,"33.7788586, -118.1992729"
A613285,NA,cat,black,NA,Unknown,2018-02-21,2018-08-21,ill severe,stray,field,NA,2018-08-21,"900 BLK E 10TH ST, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.778649,-118.18109,Alive on Intake,TRUE,0,"33.778649, -118.18109"
A697342,*tapatio,cat,black,white,Neutered,2023-04-20,2023-04-23,under age/weight,stray,otc,NA,2023-06-17,900 BLK E 19TH ST LB 90806,Long Beach,adoption,NA,33.7915571,-118.1816361,Alive on Intake,FALSE,1,"33.7915571, -118.1816361"
A714146,NA,cat,orange tabby,NA,Unknown,NA,2024-01-28,ill severe,stray,field,NA,2024-01-28,"900 BLK E 19TH ST, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7915571,-118.1816361,Alive on Intake,TRUE,0,"33.7915571, -118.1816361"
A700665,*stewey,cat,gray,NA,Neutered,2019-07-11,2023-06-11,ill moderatete,stray,otc,NA,2023-07-21,"900 BLK E 25TH ST, SIGNAL HILL, CA 90755",Signal Hill,community cat,friendly,33.8026524,-118.1817472,Alive on Intake,FALSE,1,"33.8026524, -118.1817472"
A734514,NA,cat,gray tabby,white,Female,2024-11-10,2024-12-20,under age/weight,stray,otc,NA,2024-12-20,900 BLK E 25TH STREET SIGNAL HILL CA 90755,Signal Hill,transfer,spcala,33.8026524,-118.1817472,Alive on Intake,FALSE,1,"33.8026524, -118.1817472"
A711306,NA,cat,black,NA,Unknown,2023-09-01,2023-12-01,ill severe,stray,field,NA,2023-12-01,900 BLK E 27TH ST,Long Beach,died,enroute,33.8062018,-118.1817363,Alive on Intake,TRUE,0,"33.8062018, -118.1817363"
A712460,*chelsea,cat,tortie,calico,Spayed,2023-09-29,2023-12-29,ill mild,stray,otc,NA,2024-01-11,900 BLK E 65TH STREET LONG BEACH CA 90805,Long Beach,adoption,web,33.8727638,-118.1820896,Alive on Intake,FALSE,1,"33.8727638, -118.1820896"
A635881,*lila,cat,point,white,Male,2017-11-08,2019-11-08,injured  severe,stray,field,NA,2019-11-15,"900 BLK E 72ND ST, LONG BEACH, CA 90805",Long Beach,rescue,houseobc,33.8851103,-118.1818023,Alive on Intake,FALSE,1,"33.8851103, -118.1818023"
A605447,NA,cat,black,white,Male,2018-02-28,2018-03-28,under age/weight,stray,trap,NA,2018-04-03,"900 BLK E 8TH ST, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.776392800000004,-118.1811368,Alive on Intake,FALSE,1,"33.7763928, -118.1811368"
A665111,NA,cat,black,NA,Unknown,2021-10-01,2021-10-15,under age/weight,stray,otc,NA,2022-09-08,"900 BLK E APPLETON ST, LONG BEACH, CA 90802",Long Beach,adoption,NA,33.7697377,-118.1818945,Alive on Intake,FALSE,1,"33.7697377, -118.1818945"
A671132,*lynette,cat,tricolor,NA,Female,2011-03-01,2022-03-01,injured  moderate,stray,field,NA,2022-03-03,"900 BLK E APPLETON ST, LONG BEACH, CA 90802",Long Beach,euthanasia,inj severe,33.7697377,-118.1818945,Alive on Intake,TRUE,0,"33.7697377, -118.1818945"
A641016,binxy,cat,white,NA,Spayed,2019-03-12,2021-08-21,normal,stray,otc,NA,2021-08-22,"900 BLK E APPLETON ST, LONG BEACH, CA 90802",Long Beach,return to owner,walkin,33.7697377,-118.1818945,Alive on Intake,FALSE,1,"33.7697377, -118.1818945"
A690550,midnight,cat,black,NA,Neutered,2022-11-03,2022-12-15,injured  moderate,stray,otc,NA,2022-12-30,"900 BLK E. 10TH ST, LONG BEACH, CA 90813",Long Beach,rescue,catpaws,33.778649,-118.18109,Alive on Intake,FALSE,1,"33.778649, -118.18109"
A675776,monroe,cat,calico,NA,Female,2022-04-25,2022-05-25,under age/weight,stray,otc,NA,2022-05-31,"900 BLK EUCLID AVE, LONG BEACH, CA 90804",Long Beach,rescue,littlepaws,33.7782082,-118.1489038,Alive on Intake,FALSE,1,"33.7782082, -118.1489038"
A636063,636063*elf,cat,black,NA,Neutered,2017-11-10,2019-11-10,injured  mild,stray,otc,NA,2019-11-26,"900 BLK FAIRBANKS AVE, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7767896,-118.2035573,Alive on Intake,FALSE,1,"33.7767896, -118.2035573"
A593773,NA,cat,white,gray,Male,2016-07-18,2017-07-18,injured  severe,stray,field,NA,2017-07-18,"900 BLK GAVIOTA AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,at vet,33.77813340000001,-118.1706748,Alive on Intake,TRUE,0,"33.77813340000001, -118.1706748"
A643868,NA,cat,black,NA,Male,2020-04-14,2020-06-14,ill moderatete,stray,otc,NA,2020-06-14,"900 BLK HOFFMAN AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.77820070000001,-118.1729168,Alive on Intake,TRUE,0,"33.77820070000001, -118.1729168"
A643867,NA,cat,black,NA,Male,2020-04-14,2020-06-14,ill moderatete,stray,otc,NA,2020-06-14,"900 BLK HOFFMAN AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.77820070000001,-118.1729168,Alive on Intake,TRUE,0,"33.77820070000001, -118.1729168"
A636202,lyla,cat,white,black,Spayed,2009-11-14,2019-11-14,normal,owner surrender,otc,no home,2020-02-14,"900 BLK LOCUST AVE, LONG BEACH, CA 90813",District1,transfer,spcala,33.7777612,-118.1910754,Alive on Intake,FALSE,1,"33.7777612, -118.1910754"
A704449,NA,cat,black,NA,Male,2023-07-08,2023-08-08,ill severe,stray,field,NA,2023-08-08,"900 BLK LOMA VISTA AVE, LB 90",Long Beach,euthanasia,ill severe,33.7774409,-118.2028305,Alive on Intake,TRUE,0,"33.7774409, -118.2028305"
A704985,*maude,cat,tortie dilute,peach,Spayed,2022-08-17,2023-10-08,normal,return,adoption,NA,2023-10-25,900 BLK LUCILLE AVE VENICE CA 90291,Long Beach,adoption,pfe/pawshp,33.9934293,-118.455021,Alive on Intake,FALSE,1,"33.9934293, -118.455021"
A686581,*lupita,cat,black,white,Female,2019-10-12,2022-10-12,injured  severe,stray,field,NA,2022-10-18,"900 BLK MAINE AVE, LONG BEACH, CA 90813",Long Beach,rescue,straycatal,33.7778915,-118.2004784,Alive on Intake,FALSE,1,"33.7778915, -118.2004784"
A628990,NA,cat,gray,white,Male,2019-03-27,2019-06-27,injured  severe,stray,field,NA,2019-06-29,"900 BLK N LOMA VISTA DR, LONG BEACH, CA 90813",Long Beach,euthanasia,at vet,33.7774409,-118.2028305,Alive on Intake,TRUE,0,"33.7774409, -118.2028305"
A646745,*louie,cat,gray,white,Male,2020-06-06,2020-08-06,ill mild,stray,otc,NA,2020-08-22,"900 BLK N LOMA VISTA DR, LONG BEACH, CA 90813",Long Beach,rescue,catpaws,33.7774409,-118.2028305,Alive on Intake,FALSE,1,"33.7774409, -118.2028305"
A651263,NA,cat,brown  tabby,white,Unknown,2020-09-28,2020-09-28,normal,stray,otc,NA,2020-11-25,"900 BLK N PARK CIR, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7777481,-118.2006138,Alive on Intake,FALSE,1,"33.7777481, -118.2006138"
A637519,nala,cat,cream tabby,white,Female,2019-10-30,2019-12-13,under age/weight,stray,otc,NA,2019-12-15,"900 BLK N PARK CIR, LONG BEACH, CA 90813",Long Beach,died,in kennel,33.7777481,-118.2006138,Alive on Intake,TRUE,0,"33.7777481, -118.2006138"
A651266,NA,cat,brown  tabby,white,Unknown,2020-09-28,2020-09-28,normal,stray,otc,NA,2020-11-25,"900 BLK N PARK CIR, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7777481,-118.2006138,Alive on Intake,FALSE,1,"33.7777481, -118.2006138"
A596495,NA,cat,white,NA,Female,2017-03-03,2017-09-03,normal,stray,field,NA,2017-09-09,"900 BLK OLIVE AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7777901,-118.1824252,Alive on Intake,FALSE,1,"33.7777901, -118.1824252"
A606106,NA,cat,gray tabby,NA,Male,2018-03-28,2018-04-11,under age/weight,stray,otc,NA,2018-04-12,"900 BLK PARADISE LN, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.87188980000001,-118.19015,Alive on Intake,FALSE,1,"33.87188980000001, -118.19015"
A590674,*coconut,cat,gray tabby,white,Male,2017-03-23,2017-05-23,feral,stray,field,NA,2017-06-05,"900 BLK PINE AVE, LONG BEACH, CA 90813",Long Beach,adoption,remote evt,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"33.77791860000001, -118.1921449"
A590673,NA,cat,gray tabby,NA,Male,2017-03-23,2017-05-23,feral,stray,field,NA,2017-06-01,"900 BLK PINE AVE, LONG BEACH, CA 90813",Long Beach,adoption,spcala,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"33.77791860000001, -118.1921449"
A660380,*mikey,cat,white,black,Neutered,2017-07-12,2021-07-12,normal,stray,field,NA,2021-08-18,"900 BLK PINE AVE, LONG BEACH, CA 90813",Long Beach,adoption,web,33.77791860000001,-118.1921449,Alive on Intake,FALSE,1,"33.77791860000001, -118.1921449"
A627362,*chuckles,cat,white,black,Male,2009-05-30,2019-05-30,normal,stray,otc,NA,2019-07-19,"900 BLK RAYMOND AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7781397,-118.1641651,Alive on Intake,FALSE,1,"33.7781397, -118.1641651"
A699938,bones,cat,black,white,Male,2018-06-02,2023-06-02,normal,welfare seized,hospital,NA,2024-01-17,"900 BLK REDONDO AVE, LONG BEACH, CA 90802",Long Beach,adoption,NA,33.7782922,-118.152187,Alive on Intake,FALSE,1,"33.7782922, -118.152187"
A635514,NA,cat,gray,white,Neutered,2016-10-31,2019-10-31,injured  severe,stray,field,NA,2019-10-31,"900 BLK STANLEY AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,inj severe,33.7781462,-118.1620268,Alive on Intake,TRUE,0,"33.7781462, -118.1620268"
A683600,NA,cat,gray tabby,NA,Unknown,NA,2022-09-10,ill moderatete,stray,field,NA,2022-09-10,"900 BLK TEMPLE AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,ill severe,33.7781725,-118.1587241,Alive on Intake,TRUE,0,"33.7781725, -118.1587241"
A697555,*french toast,cat,black,white,Male,2023-02-27,2023-04-27,normal,stray,otc,NA,2023-05-03,"900 BLOCK E 10TH ST, LONG BEACH CA",Long Beach,transfer,spcala,33.778649,-118.18109,Alive on Intake,FALSE,1,"33.778649, -118.18109"
A712108,murphy,cat,gray,white,Neutered,2020-12-20,2023-12-20,normal,owner surrender,otc,NA,2024-01-27,"900 BLOCK E BROADWAY, LONG BEACH CA 90802",Long Beach,adoption,web,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"33.7691655, -118.1820586"
A712353,*rouge,cat,lynx point,NA,Neutered,2020-12-27,2023-12-27,normal,owner surrender,otc,NA,2024-01-06,"900 BLOCK E BROADWAY, LONG BEACH CA 90802",Long Beach,adoption,web,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"33.7691655, -118.1820586"
A712352,*currant,cat,orange tabby,NA,Neutered,2020-12-27,2023-12-27,normal,owner surrender,otc,NA,2024-01-25,"900 BLOCK E BROADWAY, LONG BEACH CA 90802",Long Beach,rescue,kittybunga,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"33.7691655, -118.1820586"
